2.6462,2.69,2.6462,2.69,556
2.38,2.59,2.38,2.59,16300
2.4,2.5,2.36,2.43,13800
2.4,2.4,2.4,2.4,300
2.41,2.4099,2.41,2.41,0
2.39,2.4102,2.39,2.41,400
2.25,2.39,2.25,2.34,1500
2.47,2.49,2.451,2.451,1400
2.45,2.4701,2.45,2.47,300
2.25,2.42,2.25,2.4,1200
2.47,2.47,2.42,2.42,800
2.37,2.44,2.37,2.41,1000
2.32,2.39,2.12,2.23,8600
2.23,2.35,2.23,2.35,1200
2.35,2.35,2.35,2.35,800
2.35,2.35,2.35,2.35,900
2.48,2.48,2.35,2.35,2400
2.41,2.48,2.35,2.36,3200
2.49,2.49,2.36,2.48,700
2.38,2.38,2.31,2.31,700
2.3101,2.31,2.31,2.31,0
2.31,2.31,2.31,2.31,500
2.47,2.48,2.46,2.48,1700
2.43,2.48,2.43,2.48,1500
2.41,2.41,2.41,2.41,100
2.41,2.41,2.41,2.41,100
2.4,2.41,2.4,2.41,400
2.25,2.38,2.25,2.36,1700
2.29,2.31,2.29,2.3,1700
2.39,2.39,2.29,2.29,1300
2.35,2.35,2.29,2.29,900
2.34,2.41,2.26,2.29,2400
2.41,2.41,2.41,2.41,0
2.44,2.44,2.41,2.41,500
2.27,2.4,2.27,2.39,3200
2.48,2.48,2.37,2.37,1300
2.32,2.39,2.317,2.367,2400
2.43,2.43,2.4,2.4,500
2.45,2.4899,2.45,2.45,600
2.49,2.53,2.49,2.51,1800
2.49,2.49,2.49,2.49,100
2.51,2.51,2.49,2.49,400
2.34,2.51,2.34,2.51,600
2.51,2.51,2.509,2.51,1200
2.47,2.48,2.47,2.48,1500
2.48,2.48,2.44,2.48,2500
2.46,2.46,2.24,2.45,6200
2.33,2.39,2.33,2.39,1000
2.25,2.41,2.2,2.231,6200
2.44,2.44,2.44,2.44,0
2.39,2.44,2.39,2.44,1200
2.32,2.45,2.3002,2.45,3100
2.32,2.45,2.32,2.45,600
2.45,2.45,2.45,2.45,500
2.41,2.4499,2.41,2.45,300
2.37,2.37,2.37,2.37,100
2.37,2.37,2.37,2.37,100
2.45,2.45,2.291,2.365,800
2.5,2.5,2.45,2.45,800
2.44,2.44,2.44,2.44,100
